bank_pk,bank_id,bank_name,branch_id,branch_name,fd_sales,rd_sales,ca_sales,sa_sales,life_insurance,general_insurance,mutual_fund
1-HDFC-110-So,1,HDFC,110,South Michelle Branch,1692797.24,942606.56,837642,1185399.83,3691366.09,3016938.37,1705930.53
5-HDFC-197-Po,5,HDFC,197,Port Jeanne Branch,1111306.5,509164.18,568027.84,469334.48,2112262.53,1164886.22,1366069.63
2-HDFC-189-Ne,2,HDFC,189,New Dianaborough Branch,2585796.58,873963.94,1310083.52,866954.28,5939303.85,4152264.96,2161456.94
2-HDFC-166-Ma,2,HDFC,166,Martintown Branch,1801529.18,1190816.11,1449137.16,1428477.57,4107468.29,3003330.68,2149644.98
4-HDFC-183-La,4,HDFC,183,Lancemouth Branch,2458152.2,744005.92,1162817.9,815035.86,3390725.09,2184840.5,2670049.63
3-HDFC-130-Ro,3,HDFC,130,Robertshire Branch,1296680.01,685858.09,650631.81,814740.81,3902670.67,3278660.03,1211943.85
5-HDFC-164-Fo,5,HDFC,164,Fordton Branch,1177928.9,941907.09,1473233.57,1170351.85,3032178.99,3133486.61,1815029.66
2-HDFC-188-Ea,2,HDFC,188,East Ryanmouth Branch,2736444.63,987567.19,923936.57,1243763.55,3209773.41,3114109.03,2538484.14
5-HDFC-179-Po,5,HDFC,179,Port Brian Branch,996847.58,516231.98,1363179.84,932254.62,3428053.76,3010036.1,1600201.32
2-HDFC-183-La,2,HDFC,183,Lancemouth Branch,982904.51,472821.43,630753.57,276592.39,1841988.26,422431.86,628278.78
2-HDFC-137-No,2,HDFC,137,North Robertton Branch,687654.89,256315.62,339794.81,552837.03,1710696.19,939513.88,446025.46
4-HDFC-101-Ki,4,HDFC,101,Kimshire Branch,2206763.78,751041.15,1038153.02,711791.29,4461152.11,3048030.26,2569675.98
4-HDFC-153-Da,4,HDFC,153,Davidchester Branch,2391233.12,673570.3,1007988.61,815403.43,3736619.98,3505070.85,1706884.57
4-HDFC-192-Ca,4,HDFC,192,Carlton Branch,1065817.87,453158.7,667491.45,910385.2,2456116.03,2622715.62,1153042.43
1-HDFC-106-Wi,1,HDFC,106,Williamview Branch,1703387.33,489711.67,813438.04,759625.62,3000254.7,3032304.24,1362083.4
5-HDFC-148-No,5,HDFC,148,North Melaniestad Branch,2760275.39,825490.4,1573654.24,1242009.44,3630183.42,3897970.2,2634451.18
1-HDFC-139-Ke,1,HDFC,139,Kevinport Branch,1500056.08,578807.58,1271248.66,641857.77,4078769.06,1045287.44,1539559.36
1-HDFC-144-Ea,1,HDFC,144,East Jenniferstad Branch,2437850.85,682958.98,1100376.8,566314.96,3539147.6,2094667.7,1918938.27
3-HDFC-160-No,3,HDFC,160,North Vanessamouth Branch,2184220.53,584320.81,999134.66,1083795.26,3874073.67,3652781.62,1780860.72
2-HDFC-133-Da,2,HDFC,133,Danielton Branch,1729239.89,1154671.91,1153408.3,1247912.54,3792289.07,2282087.24,1683926.18
2-HDFC-107-Po,2,HDFC,107,Port Gregoryport Branch,3506692.75,794336.83,1460797.47,1132314.04,5713820.4,4329567.78,2559315.53
1-HDFC-131-Br,1,HDFC,131,Browningberg Branch,1056083.89,613498.42,725607.53,391144.16,652255.66,1374152.88,771904.64
4-HDFC-117-Ke,4,HDFC,117,Kellymouth Branch,650473.65,379856,493195.38,549934.64,1588087.65,1269367.33,574848
4-HDFC-139-Ke,4,HDFC,139,Kevinport Branch,2648406.39,893496.32,1885744.49,1214748.42,4702099.8,4645268.5,2583145.02
2-HDFC-174-We,2,HDFC,174,West Danielle Branch,1752157.75,812395.57,837052.97,1086921.7,2667294.15,2511331.33,1870679.49
3-HDFC-155-Al,3,HDFC,155,Alejandrofurt Branch,3337762.98,1150829.99,1910468.47,1546745.72,4817909.85,5373198.99,3037626.87
5-HDFC-136-Me,5,HDFC,136,Meyersside Branch,1046843.24,409662.5,591149.66,332002.07,1072314.15,1608575.4,1218538.57
2-HDFC-154-Mi,2,HDFC,154,Mikeside Branch,3202860.98,1106059.64,1821017.85,1114427.02,5756757.37,3057551.73,2672631.9
3-HDFC-109-Sa,3,HDFC,109,Sandramouth Branch,1932758.41,806327.6,819857.87,1032278.56,3957741.67,3627843.07,2031951.67
2-HDFC-179-Po,2,HDFC,179,Port Brian Branch,1845754.55,660662.63,629212.74,769138.41,3530598.47,1146188.17,1140832.15
3-HDFC-188-Ea,3,HDFC,188,East Ryanmouth Branch,1703198.19,295985.7,989949.57,904706.7,2907804.42,1506349.92,1004081.19
1-HDFC-162-Mo,1,HDFC,162,Moniquechester Branch,1689244.88,534484.61,758397.94,694152.06,3106795.52,2313635.99,1507010.65
1-HDFC-133-Da,1,HDFC,133,Danielton Branch,2300922.53,496662.06,888884.59,831981.92,3575147.3,2756472.06,1582163.07
4-HDFC-177-Ta,4,HDFC,177,Tammyberg Branch,1708343.69,441276.98,888084.43,805752.64,2803352.69,2892883.67,1641881.05
5-HDFC-117-Ke,5,HDFC,117,Kellymouth Branch,1362526.41,591943.18,881284.32,821801.78,1944125.41,2301703.86,1296260.77
4-HDFC-160-No,4,HDFC,160,North Vanessamouth Branch,2366933.57,849323.1,1105893.88,707466.05,3885202.32,2875560.28,1816604.13
3-HDFC-184-Po,3,HDFC,184,Port Rachel Branch,897863.68,319588.52,567904.9,485916.44,3877581.86,2803213.51,1407540.18
4-HDFC-194-Po,4,HDFC,194,Port Michael Branch,551580.83,465560.49,593314.27,314236.98,963022.77,1116253.77,272700.61
4-HDFC-122-Te,4,HDFC,122,Teresamouth Branch,796846.84,508368.52,556892.73,565326.47,1949027.62,2082854.32,1412353.05
4-HDFC-163-Sh,4,HDFC,163,Shannonmouth Branch,3121073.15,1133375.83,2050937.09,1225583.76,5540825.03,5249616.7,2887553.81
5-HDFC-137-No,5,HDFC,137,North Robertton Branch,1128903.72,1316939.86,1980729.67,2023045.63,6633062.29,5111742.12,2465420.44
2-HDFC-168-Ve,2,HDFC,168,Vernonborough Branch,2297052.37,842296.53,860887.95,959838.46,1426028.9,1464588.37,2048889.86
4-HDFC-129-Tr,4,HDFC,129,Travisberg Branch,994828.17,444047.94,730206.17,644647.22,1306824.62,1420803.94,1302885
4-HDFC-115-We,4,HDFC,115,West Jennifer Branch,2124530.48,873602.07,1334636.98,877318.47,2439889.76,3178029.1,1646580.12
3-HDFC-153-Da,3,HDFC,153,Davidchester Branch,1309952.1,436478.96,504298.31,767599.26,2736296.73,1135798.08,1760626.63
3-HDFC-158-Ea,3,HDFC,158,East Chadstad Branch,4073466.99,1329519.45,1989803.19,1156997.61,6786025.45,3116320.81,2715893.91
1-HDFC-192-Ca,1,HDFC,192,Carlton Branch,1634044.62,586964.59,968446.72,641955.94,3713505.27,2444313.71,1496216.14
4-HDFC-105-So,4,HDFC,105,South Rachel Branch,1396779.15,724069.99,896535.54,712635.65,2733606.87,3522938.91,1512495.77
1-HDFC-104-Or,1,HDFC,104,Ortegashire Branch,1658045.67,643412.27,1104255.46,851425.34,4071073.51,2992656.73,2043004.3
3-HDFC-100-Ea,3,HDFC,100,East Curtis Branch,2578776.84,898294.67,1319308.68,1207905.3,4783993.35,3287007.51,2295753.03
2-HDFC-113-Ne,2,HDFC,113,New Amyville Branch,2745371.98,719520.41,1633543.8,1303873.93,4667165.22,4247408.43,2671980.17
1-HDFC-182-An,1,HDFC,182,Anthonyberg Branch,1302855.3,477399.01,789614.19,589049.62,3092791.79,1275242.08,1242748.06
2-HDFC-130-Ro,2,HDFC,130,Robertshire Branch,1599465.05,744930.65,852934.61,743731.53,2745987.19,2008969.63,1709734.42
3-HDFC-150-La,3,HDFC,150,Lake Kelly Branch,1606113.73,272607.33,595988.94,871779.73,3072593.39,2266500.47,1578923.2
1-HDFC-178-Po,1,HDFC,178,Port Kimberlyfurt Branch,1615520.56,903313.13,1468890.06,970883.54,2685544.63,2464216.05,1734722.5
4-HDFC-131-Br,4,HDFC,131,Browningberg Branch,1011139.28,280195.64,405786.81,512386.14,1900778.58,1006933.66,874124.28
4-HDFC-156-Ea,4,HDFC,156,East Emilymouth Branch,1402033.29,224012.66,390157.3,349923.38,2019148.38,934018.42,886234.42
2-HDFC-157-Mi,2,HDFC,157,Mitchellburgh Branch,2133341.88,1026341.15,883625.84,1196655.97,3525039.09,2678581.37,1836153.49
3-HDFC-125-Am,3,HDFC,125,Amymouth Branch,2005549.06,811621.02,1394666.41,852179.82,2689673.41,4038910.08,1700393.62
1-HDFC-147-Ea,1,HDFC,147,East Jason Branch,1338908.15,389191.55,560098.57,443190.24,1626747.31,1267049.11,793155.26
2-HDFC-140-St,2,HDFC,140,Stanleyview Branch,3433539.37,903613.29,1329987.4,1090496.48,3916037.97,4562161.55,3197714.59
1-HDFC-124-Ma,1,HDFC,124,Maryburgh Branch,2562774.44,1008564.82,1301760.26,1210026.97,5008510.95,2759348.9,2491399.92
1-HDFC-153-Da,1,HDFC,153,Davidchester Branch,2540634.71,838861.76,1539053.65,1512854.88,5681357.23,3412962.53,2817894.83
5-HDFC-156-Ea,5,HDFC,156,East Emilymouth Branch,607797.97,370938.92,984781.79,567436.3,2361220.28,2109746.42,1122301.17
1-HDFC-103-La,1,HDFC,103,Lake Jamesstad Branch,1247362.19,714434.58,1337511.28,1004627.18,1586985.87,2310327.64,1504271.99
1-HDFC-195-Po,1,HDFC,195,Port Wanda Branch,1698019.83,686421,910423.46,548205.21,4831243.23,3126264.28,1816771.79
1-HDFC-197-Po,1,HDFC,197,Port Jeanne Branch,1941005.08,581830.72,841608.3,1078661.86,3489135.72,2963545.79,1841810.09
1-HDFC-140-St,1,HDFC,140,Stanleyview Branch,2836785.21,1105050.86,1505204.67,1616125.28,4972522.78,4284355.96,2596519.78
5-HDFC-167-Da,5,HDFC,167,Davischester Branch,1686006.69,688823.07,706870.56,732577.56,2453051.56,3149816.64,1059191.85
2-HDFC-165-So,2,HDFC,165,South Patrick Branch,1677935.07,606571.88,888489.62,719710.49,3135786.9,2053999.31,1050455.71
3-HDFC-118-We,3,HDFC,118,West Brandontown Branch,1244260.55,514293.78,1084988.87,814285.08,2870382.62,3179091.98,1145750.59
5-HDFC-186-Ea,5,HDFC,186,East Sarabury Branch,2285937.34,1195896.52,1693291.76,1091791.51,4957167.62,3589489.08,2618988.85
3-HDFC-124-Ma,3,HDFC,124,Maryburgh Branch,2736386.39,1222772.05,1246953.75,1255636.79,7003099.05,2590573.04,3376056.3
5-HDFC-146-Br,5,HDFC,146,Brandonside Branch,1533809.02,476525.89,667451.92,969166.32,3781077.97,3011998.11,1694810.42
3-HDFC-170-Ea,3,HDFC,170,East Joshua Branch,1309503.38,352714.67,389623.94,755916.28,2387534.11,1691121.45,1535680.46
4-HDFC-102-Jo,4,HDFC,102,Johnland Branch,2727573.45,900017.26,740303.11,837975.41,3943045.47,2097972.18,1743518.41
4-HDFC-186-Ea,4,HDFC,186,East Sarabury Branch,1016480.01,420935.3,750740.46,465258.54,2101998.2,1504054.64,827056.4
2-HDFC-132-Jo,2,HDFC,132,Josephland Branch,1640812.15,479349.69,990829.83,576930.09,2406708.77,2565694.16,797204.56
3-HDFC-127-We,3,HDFC,127,West Kimberly Branch,1786928.07,475533.72,524351.7,676749.51,4282915.98,1545375.59,2100252.12
5-HDFC-121-Al,5,HDFC,121,Allenhaven Branch,1168082.41,535111.85,706651.06,637705.79,2962808.28,1911796.93,1435817.01
2-HDFC-129-Tr,2,HDFC,129,Travisberg Branch,2473380.93,1062750.09,1980964.04,1345231.12,3945490.02,4368346.69,2214547.28
5-HDFC-113-Ne,5,HDFC,113,New Amyville Branch,2371778.67,595008.96,2305041.65,1097120.87,4502889.95,3880207.97,2697046.28
2-HDFC-172-La,2,HDFC,172,Lake Traci Branch,1841825.14,859464.66,780695.3,900519.71,2806462.14,2538425.98,1859091.9
5-HDFC-191-So,5,HDFC,191,South Feliciaborough Branch,1905810.78,472706.34,930861.87,1003855.41,3710578.63,2456449.96,1167601.88
3-HDFC-178-Po,3,HDFC,178,Port Kimberlyfurt Branch,2243426.62,801434.4,1331797.42,674966.75,5230572.78,4373894.06,2481809.41
4-HDFC-197-Po,4,HDFC,197,Port Jeanne Branch,3515550.54,1338303.39,1786648.41,1481800.75,7307677.44,5577255.1,2997306.68
1-HDFC-142-Br,1,HDFC,142,Bryantton Branch,1162842.94,636487.82,879947.86,840001.63,2839229.82,1734612.46,1330082.65
1-HDFC-102-Jo,1,HDFC,102,Johnland Branch,1239491.56,404901.45,684059.31,692026.15,1854440.12,1262984.52,785333.16
1-HDFC-122-Te,1,HDFC,122,Teresamouth Branch,3585218.66,1018644.14,1169077.71,1203830.61,5390647.91,4604290.17,2740908.66
2-HDFC-119-La,2,HDFC,119,Lake Steve Branch,1633163.73,732350.97,654755.32,363616.89,1864786.89,2861684.64,2137056.76
3-HDFC-114-La,3,HDFC,114,Lake Hollystad Branch,941756.76,520950.44,538632,377325.04,1836189.44,1968038.22,630189.74
4-HDFC-179-Po,4,HDFC,179,Port Brian Branch,1667632.51,581808.41,1281893.28,781581.45,3198184.02,2880613.68,809272.06
1-HDFC-170-Ea,1,HDFC,170,East Joshua Branch,1198989.01,406362.82,590173.34,419627.47,1273969.25,1422962.6,743952.14
3-HDFC-154-Mi,3,HDFC,154,Mikeside Branch,2859657.5,1341894.76,1997045.58,1918703.03,4787949.84,4970246.26,2226148.42
5-HDFC-182-An,5,HDFC,182,Anthonyberg Branch,1631614.43,749855.06,839247.74,788120.78,3638465.43,2372892.51,2306698.28
3-HDFC-102-Jo,3,HDFC,102,Johnland Branch,1669712.58,620020.17,863843.36,428991.58,2594592.06,2096973.81,1330424.15
3-HDFC-115-We,3,HDFC,115,West Jennifer Branch,567646.06,196297.48,184404.16,251468.44,1012491.17,919628.8,82090.3
4-HDFC-142-Br,4,HDFC,142,Bryantton Branch,3833966.92,1503799.02,1385941.23,1521368.11,5603596.41,4955613.17,3220291.19
1-HDFC-186-Ea,1,HDFC,186,East Sarabury Branch,1395679.48,566807.43,798095.08,900003.73,2344845.37,2208770.36,1909215.95
4-HDFC-114-La,4,HDFC,114,Lake Hollystad Branch,1694787.09,713574.35,934705.62,745060.56,2207034.02,2361924.03,1475865.11
5-HDFC-157-Mi,5,HDFC,157,Mitchellburgh Branch,2203703.5,761914.81,1318566.85,1224236.17,5099101.11,3648265.83,1730541.39
4-HDFC-181-We,4,HDFC,181,West Christopher Branch,1008659.31,543412.87,812759.6,580573.46,2233037.39,2989637.64,1045275.78
1-HDFC-105-So,1,HDFC,105,South Rachel Branch,597751.4,214881.26,720748.76,296375.96,2177377.21,869091.73,595904.38
5-HDFC-145-Mi,5,HDFC,145,Michaelland Branch,1852197,938100.49,1048823.03,1222598.03,4122654.5,2835268.16,2127263.02
5-HDFC-105-So,5,HDFC,105,South Rachel Branch,2157048.31,862947.18,981424.96,1009388.75,3566480.17,2146652.99,1738433.44
5-HDFC-119-La,5,HDFC,119,Lake Steve Branch,1079961.71,664724.99,978353.55,1083596.88,4746408.7,2390676.94,1274505.71
4-HDFC-164-Fo,4,HDFC,164,Fordton Branch,784556.79,248537.25,642638.51,636363.28,1530100.61,570870.4,630980.41
1-HDFC-190-Tu,1,HDFC,190,Tuckertown Branch,2240090.98,642689.98,1012200.93,1097353.78,5564795.6,4021216.55,2096971.01
4-HDFC-195-Po,4,HDFC,195,Port Wanda Branch,866027.97,238334.72,713611.86,402709.6,2413299.65,1355777.22,1525903.39
2-HDFC-128-No,2,HDFC,128,North Nathanieltown Branch,3232374.07,1092472.98,1588133.04,1438333.21,6175884.91,4635402.23,2423775.14
1-HDFC-145-Mi,1,HDFC,145,Michaelland Branch,685050.05,252757.34,374467.14,389189.26,1128259.91,1103527.69,514608.7
4-HDFC-110-So,4,HDFC,110,South Michelle Branch,1429908.12,698683.1,756797.38,923097.28,4643689.88,2127685.02,2098446.31
2-HDFC-117-Ke,2,HDFC,117,Kellymouth Branch,2471341.37,966486.4,1600274.21,1038042.59,5956464.27,2920957.8,2525216.6
5-HDFC-155-Al,5,HDFC,155,Alejandrofurt Branch,2306325.49,1247844.44,1792898.11,1176258.91,5257475.91,3115958.11,2369968.46
1-HDFC-155-Al,1,HDFC,155,Alejandrofurt Branch,730747.98,370325.33,645181.49,357753.52,1736608.81,1943360.15,1137041.98
3-HDFC-156-Ea,3,HDFC,156,East Emilymouth Branch,2320664.93,642706.47,1114666.33,830262.2,4063716.61,2692586.81,2488366.8
3-HDFC-168-Ve,3,HDFC,168,Vernonborough Branch,549157.38,432553.46,448397.4,548495.45,2868508.56,1440486.98,1232692.42
4-HDFC-165-So,4,HDFC,165,South Patrick Branch,1905837.86,553985.25,706105.85,789650.33,2872514.04,2600879.02,2175818.95
4-HDFC-187-Ma,4,HDFC,187,Marshallshire Branch,2425677.67,861900.5,1277117.53,1012430.09,4353187.56,3047801.32,2109822.03
1-HDFC-189-Ne,1,HDFC,189,New Dianaborough Branch,2430904.43,898923.83,1385803.99,1025476.66,2717412.6,3489139.05,1736386.36
1-HDFC-115-We,1,HDFC,115,West Jennifer Branch,796804.87,389586.03,646366.92,433959.49,867316.91,1867926.65,619714.71
2-HDFC-105-So,2,HDFC,105,South Rachel Branch,2209744.91,934925.49,1419215.37,1531552.38,4806359.18,4074004.11,2701590.84
2-HDFC-151-Ja,2,HDFC,151,Jarvismouth Branch,903300.03,389974.64,791017.68,510635.06,2687079.94,1283472.54,974482.43
1-HDFC-154-Mi,1,HDFC,154,Mikeside Branch,1324902.41,612219.46,676160.76,886955.47,2979039.24,1678028.95,1438002.92
3-HDFC-175-Ne,3,HDFC,175,New Peter Branch,2706593.36,1191877.55,1300583.39,1506467.65,4697697.33,4965103.29,2351099.41
4-HDFC-148-No,4,HDFC,148,North Melaniestad Branch,418970.06,325273.65,385952.29,306737.06,1369797.74,1588277.61,724290.2
5-HDFC-171-Ne,5,HDFC,171,New Kimberly Branch,2723319.29,1149905.5,1846209.08,875699.91,4676266.85,2456892.88,2846290.22
3-HDFC-194-Po,3,HDFC,194,Port Michael Branch,1835228.43,861259.57,832112.71,971605.58,4235816.72,2971812.77,2361462.17
3-HDFC-195-Po,3,HDFC,195,Port Wanda Branch,1180512.68,668118.63,1148595.03,772957.56,2750342.95,2390628.75,954218.56
5-HDFC-170-Ea,5,HDFC,170,East Joshua Branch,1802962.29,588973.88,1143032.28,728368.8,3116568.91,2937242.4,1401624.75
5-HDFC-195-Po,5,HDFC,195,Port Wanda Branch,1523711.81,451558.41,1271111.12,709049.9,2124725.9,2119142.65,1575656.19
4-HDFC-155-Al,4,HDFC,155,Alejandrofurt Branch,1595935.04,653742.36,899016.03,898719.09,3586732.08,2786554.41,1864480.5
5-HDFC-162-Mo,5,HDFC,162,Moniquechester Branch,2665842.98,919348.56,1585441.49,1337638.69,4718131.8,2395145.44,2583126.99
5-HDFC-154-Mi,5,HDFC,154,Mikeside Branch,1281273.48,659131.65,1075410.22,994682.3,3782918.3,3239758.21,1584284.38
5-HDFC-173-Ne,5,HDFC,173,New Nathan Branch,2237968.24,504298.14,1115539.38,945990.04,4029653.23,2826220.84,1791104.21
1-HDFC-165-So,1,HDFC,165,South Patrick Branch,2173993.82,1086724.01,1209660.32,535829.63,4620620.87,4036788.44,1413951.96
3-HDFC-145-Mi,3,HDFC,145,Michaelland Branch,1548746.62,673763.47,1036627.34,992615.66,2787195.92,2523922.79,1310124.39
1-HDFC-121-Al,1,HDFC,121,Allenhaven Branch,1085678.58,609234.43,1061953.06,546319.54,2784735.36,2386126.87,1907972.47
4-HDFC-144-Ea,4,HDFC,144,East Jenniferstad Branch,2098768.32,338062.55,1165152.07,1018769.53,3327975.62,2914847.24,1236693.77
5-HDFC-109-Sa,5,HDFC,109,Sandramouth Branch,1504474.09,516848.42,1122560.28,397647.39,2483914.88,2122287.85,1701117.8
2-HDFC-186-Ea,2,HDFC,186,East Sarabury Branch,1803968.9,712345.6,1243065.51,1374661.74,5323172.23,4159680.09,2514736.57
5-HDFC-150-La,5,HDFC,150,Lake Kelly Branch,1347689.31,761993.64,1009671.82,642940.95,4282189.45,2277047.91,1176795.89
2-HDFC-142-Br,2,HDFC,142,Bryantton Branch,1865450.54,976192.14,1522231.66,1285671.94,3754861.8,3417882.55,2012683.8
4-HDFC-103-La,4,HDFC,103,Lake Jamesstad Branch,1875231.97,469357.09,709615.39,521624.4,3636016.77,1087260.86,1673768.33
5-HDFC-123-Th,5,HDFC,123,Thomasport Branch,613940.98,409246.87,302795.63,469232.73,1302326.24,696566.18,519142.61
4-HDFC-190-Tu,4,HDFC,190,Tuckertown Branch,2213900.68,585192.42,1432533.08,1107836.21,4001946.02,1998797.7,2183394.6
5-HDFC-153-Da,5,HDFC,153,Davidchester Branch,1499034.54,970561.7,1199511.58,927918.78,4683099.79,3435168.7,1638024.69
3-HDFC-146-Br,3,HDFC,146,Brandonside Branch,1896627.7,666057.51,927500.45,424267.3,2907211.12,1495128.53,1051138.85
1-HDFC-129-Tr,1,HDFC,129,Travisberg Branch,1456870.19,602824.45,603093.02,760533.95,3458762.27,2422377.92,1904558.13
3-HDFC-140-St,3,HDFC,140,Stanleyview Branch,1413765.07,532747.23,675428.03,642193.67,1514529.46,2367252.8,1158407.82
1-HDFC-158-Ea,1,HDFC,158,East Chadstad Branch,2749945.29,929975.7,1501277.5,1199293.44,4130993.61,3241794.25,1675314.29
2-HDFC-139-Ke,2,HDFC,139,Kevinport Branch,1159897.62,511036.06,344318.15,525358.62,877224.7,1276877.59,833488.82
2-HDFC-144-Ea,2,HDFC,144,East Jenniferstad Branch,2831444.72,865104.47,1539425.6,914685.77,4395923.75,4042554.71,2165044
4-HDFC-121-Al,4,HDFC,121,Allenhaven Branch,1451420.42,399376.43,746277.25,799785.62,3425608.8,1037925.56,1652350.15
1-HDFC-114-La,1,HDFC,114,Lake Hollystad Branch,1310352.61,543786.67,624033.6,864180.73,2342373.58,2939091.9,819002.63
2-HDFC-163-Sh,2,HDFC,163,Shannonmouth Branch,1782594.14,1152523.73,1344352.93,1087997.98,3323678.72,4205354.44,2789861.16
3-HDFC-144-Ea,3,HDFC,144,East Jenniferstad Branch,1133569.96,596991.39,1291081.39,1217933.89,4185080.93,2366242.67,1183447.35
5-HDFC-102-Jo,5,HDFC,102,Johnland Branch,2286963.51,534915.43,1236852.68,570408.49,2688014.55,2864267.35,1855818.82
1-HDFC-135-Ea,1,HDFC,135,East Michael Branch,2618906.13,1004301.4,747043.73,842031.42,5412103.34,4109647.67,2412299.36
3-HDFC-163-Sh,3,HDFC,163,Shannonmouth Branch,1620992.64,1002945.07,922572.45,797929.16,2684011.14,3021193.85,1661134.02
1-HDFC-126-So,1,HDFC,126,South Wendy Branch,1321213.9,374847.63,424405.66,348865.51,1931915.63,1065157.03,1101831.71
4-HDFC-182-An,4,HDFC,182,Anthonyberg Branch,1173479.39,449861.79,462209.08,578196.41,1889345.86,1488169.2,1197561.97
1-HDFC-199-No,1,HDFC,199,North Patrickfort Branch,862846.87,327230.85,409200.98,460544.24,2072225.89,1948731.13,484206.87
5-HDFC-175-Ne,5,HDFC,175,New Peter Branch,1683683.7,615236.68,841420.85,727886.37,4914093.16,1674863.14,1689392.84
5-HDFC-134-No,5,HDFC,134,North Charles Branch,2131580.84,1130466.04,1525017.97,1225538.54,4359937.79,3949512.68,2385544.11
2-HDFC-147-Ea,2,HDFC,147,East Jason Branch,1013568.84,442305.79,808311.34,732818.63,3086358.54,2607317.14,1874925.7
2-HDFC-196-Za,2,HDFC,196,Zamorahaven Branch,752802.33,419495.89,844268.47,833103.73,3242682.59,2035249.91,1393996.66
2-HDFC-199-No,2,HDFC,199,North Patrickfort Branch,1551887.42,659324.57,957952.38,558240.95,3098631.11,3077981.34,1440862.92
5-HDFC-122-Te,5,HDFC,122,Teresamouth Branch,900217.3,412416.82,774359.84,608289.08,747669.11,1609323.6,976022.19
4-HDFC-112-Sm,4,HDFC,112,Smithborough Branch,3028284,1283625.46,2560597.78,1778599.24,7211984.02,6430424.1,2155340.77
3-HDFC-105-So,3,HDFC,105,South Rachel Branch,1159334.9,221481.19,821864.46,517772.46,2188127.47,1560813.82,1140362.66
1-HDFC-118-We,1,HDFC,118,West Brandontown Branch,1911011.87,1071621.68,1679898.63,1359077.3,5070388.21,4361405.49,3247373.66
5-HDFC-120-Ea,5,HDFC,120,East Sydney Branch,2189381.71,808604.25,1066690.21,692719.44,3328396.8,3002690.25,2142528.81
2-HDFC-156-Ea,2,HDFC,156,East Emilymouth Branch,2677193.38,805192.62,1221005.93,1120987.28,3511172.5,3063137.66,958385.49
2-HDFC-101-Ki,2,HDFC,101,Kimshire Branch,982223.68,580619.35,717690.78,651287.43,2760770.91,1290906.39,1482611.57
5-HDFC-138-La,5,HDFC,138,Lake Christophertown Branch,2054944.6,596837.5,803756.59,689010.08,2439579.43,2786262.39,1666924.22
1-HDFC-160-No,1,HDFC,160,North Vanessamouth Branch,2104933.87,772742.66,1073816.66,587411.5,3722482.33,2935684.56,1581953.87
1-HDFC-117-Ke,1,HDFC,117,Kellymouth Branch,1789526.97,727074.01,1149592.73,1100536.87,2890459.31,3212266.13,2061062.74
4-HDFC-158-Ea,4,HDFC,158,East Chadstad Branch,1469561.31,666506.77,696402.17,785329.23,4405388.04,3296561.14,1642335.44
4-HDFC-199-No,4,HDFC,199,North Patrickfort Branch,1823966.91,1067846.01,1075730.39,1050526.62,3436839.97,2789676.39,2676741.65
5-HDFC-140-St,5,HDFC,140,Stanleyview Branch,1725103.07,704697.78,1052915.44,580746.51,3047772.38,2162196.11,1237492.81
4-HDFC-111-Me,4,HDFC,111,Meganton Branch,2198641.02,611935.98,1277395.3,1003590.5,4181944.65,2291904.88,2385825.09
4-HDFC-119-La,4,HDFC,119,Lake Steve Branch,1324503.67,704332.74,253288.18,834956.77,2752853.24,2573048.75,1179368.71
4-HDFC-133-Da,4,HDFC,133,Danielton Branch,2875290.57,974748.08,1765204.82,1480740.77,3801171.25,4430476.71,2508953.99
4-HDFC-120-Ea,4,HDFC,120,East Sydney Branch,1616329.11,828628.21,1274545.63,922292.65,3394526.09,2311855.39,2255069.36
3-HDFC-182-An,3,HDFC,182,Anthonyberg Branch,1903498.07,681840.35,1117760.88,1061851.05,3257261.47,3144648.29,1065754.33
4-HDFC-140-St,4,HDFC,140,Stanleyview Branch,1588651.07,1091892.32,1220729.07,889540.97,4034337.44,1552517.56,1350119.42
4-HDFC-198-Mc,4,HDFC,198,Mcintyreton Branch,1481715.79,481048.35,639722.19,506240.53,1879816.47,1729415.62,937958.03
5-HDFC-185-Po,5,HDFC,185,Port Patricktown Branch,1036824.35,332971.08,875716.65,930590.49,4698714.27,3469976.88,1032475.14
5-HDFC-165-So,5,HDFC,165,South Patrick Branch,1629895.57,668927.81,1005840.4,693926.32,3120442.97,1700838.85,2011948.08
1-HDFC-168-Ve,1,HDFC,168,Vernonborough Branch,1449242.26,554424.09,752809.29,506780.85,2975010.69,1509269.27,1023066.71
1-HDFC-156-Ea,1,HDFC,156,East Emilymouth Branch,1332152.82,614471.4,552168.76,538796.64,1272586.15,1486402.3,773187.71
2-HDFC-159-Ag,2,HDFC,159,Aguilarberg Branch,1261211.9,711733.02,545272.51,590276.82,2708249,2477158.34,547112.33
1-HDFC-141-Ho,1,HDFC,141,Hodgesburgh Branch,1136330.39,380533.27,637951.58,407027.02,812933.66,259760.27,466117.28
2-HDFC-150-La,2,HDFC,150,Lake Kelly Branch,823400.65,377015.68,704802.35,734719.02,3687311.97,2691859.4,946525.77
2-HDFC-164-Fo,2,HDFC,164,Fordton Branch,1831490.94,733216.43,1126167.79,650815.24,3362024.57,2674862.75,1518961.71
3-HDFC-164-Fo,3,HDFC,164,Fordton Branch,1508158.55,803011.61,964140.86,731671.49,2530522.08,2808743.1,1661761.97
